category,service,endpoint,method,path,severity,status,cls,tier,rule,problem,expected,evidence,src
management,organization,moveaccount,PUT,/v1/organization-accounts/parent,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: parent_unit_id,static
management,organization,setservicecontrolpolicy,PUT,/v1/service-control-policies/{policy_id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: organization_id,static
management,organization,showaccount,GET,/v1/organization-accounts/{account_id},yellow,yellow,규격,부록,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 403 (not 404),runtime
management,organization,showorganization,GET,/v1/organizations/{organization_id},yellow,yellow,규격,부록,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 403 (not 404),runtime
management,organization,showservicecontrolpolicy,GET,/v1/service-control-policies/{policy_id},yellow,yellow,규격,부록,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 403 (not 404),runtime
management,quota,listaccountquota,GET,/v1/account-quotas,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 2),runtime
management,quota,listquotarequests,GET,/v1/quota-requests,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 2),runtime
management,resourcemanager,createresourcegroup,POST,/v1/resource-groups,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: description, name",static
management,resourcemanager,listresourcetags,GET,/v1/tags/{srn},yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
management,resourcemanager,setresourcegroup,PUT,/v1/resource-groups/{resource_group_id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: description,static
management,resourcemanager,showresource,GET,/v1/resources/{srn},yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
management,resourcemanager,updatecomponentstagvalue,PUT,/v1/tags/{region}/{service}/{resource_type}/{resource_identifier}/{key},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: value,static
management,resourcemanager,updateresourcetagvalue,PUT,/v1/tags/{srn}/{key},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: value,static
management,servicewatch,createalert,POST,/v1/alerts,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: metric_id, name, namespace_id",static
management,servicewatch,createcustomlogstream,POST,/v1/log-groups/log-streams/collect/custom,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: log_group_name, log_stream_name",static
management,servicewatch,createcustommetricmetas,POST,/v1/metrics/custom/meta,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: namespace,static
management,servicewatch,createcustommetrics,POST,/v1/metrics/custom,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,POST 2xx documents no schema,static
management,servicewatch,createdashboard,POST,/v1/dashboards,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: name,static
management,servicewatch,createeventrule,POST,/v1/event-rules,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: name, service_id",static
management,servicewatch,createloggroup,POST,/v1/log-groups,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: name,static
management,servicewatch,createloggroupexporttask,POST,/v1/log-groups/export-tasks,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: bucket_name, end_at, log_group_id, start_at",static
management,servicewatch,createloggrouplogstream,POST,/v1/log-groups/{log_group_id}/log-streams,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: name,static
management,servicewatch,downloadmetricdataimage,POST,/v1/metrics/data/download/image,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,POST 2xx documents no schema,static
management,servicewatch,listalertnotifications,GET,/v1/alerts/{id}/notifications,yellow,yellow,규격,본문,param-naming,경로 파라미터 명명이 표준과 다름,리소스명을 포함한 파라미터명 사용(예: {alert_id}),bare {id} in /v1/alerts/{id}/notifications,static
management,servicewatch,listalerts,GET,/v1/alerts,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 2),runtime
management,servicewatch,listdashboards,GET,/v1/dashboards,yellow,yellow,문서,본문,schema-undocumented-field,실제 응답에 문서에 없는 필드 존재,응답 스키마 문서 갱신,"response has undocumented field(s): namespace_code,service_code",runtime
management,servicewatch,listloggroups,GET,/v1/log-groups,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 2),runtime
management,servicewatch,listmetricdata,POST,/v1/metrics/data,yellow,yellow,규격,본문,method-verb,엔드포인트 이름의 동사와 HTTP 메서드 불일치,"동사-메서드 정합(조회=GET, 생성=POST 등)",read-verb name but not GET (POST /v1/metrics/data),static
management,servicewatch,listmetricinfos,POST,/v1/metrics,yellow,yellow,규격,본문,method-verb,엔드포인트 이름의 동사와 HTTP 메서드 불일치,"동사-메서드 정합(조회=GET, 생성=POST 등)",read-verb name but not GET (POST /v1/metrics),static
management,servicewatch,setalert,PATCH,/v1/alerts/{id},yellow,yellow,규격,본문,param-naming,경로 파라미터 명명이 표준과 다름,리소스명을 포함한 파라미터명 사용(예: {alert_id}),bare {id} in /v1/alerts/{id},static
management,servicewatch,setalert,PATCH,/v1/alerts/{id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: metric_id, namespace_id",static
